Sort,CASE,DECISION,TARJCASE,COMPANY,PERMNO,COUNTRY,PRODUCT,CERTAIN,DATES,EVENT,NP,ACQ,JV,PE,Semicon,steel92,event_date,event_order
173.0,731100,A,0.0,Jessop Steel,45305,WEST GERMANY,TOOL STEEL,0.0,820811,PET,na,na,na,na,0.0,0.0,1982-08-11,1.0
174.0,731100,A,0.0,Latrobe Steel,42761,WEST GERMANY,TOOL STEEL,0.0,820811,PET,na,na,na,na,0.0,0.0,1982-08-11,1.0
175.0,731100,A,0.0,Carpenter Technology,20618,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
176.0,731100,A,0.0,COLT INDUSTRIES INC.,11332,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
177.0,731100,A,0.0,CONTINENTAL COPPER & STEEL INDUSTRIES,24600,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
178.0,731100,A,0.0,Cyclops Corp,20589,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
179.0,731100,A,0.0,Jessop Steel,45305,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
180.0,731100,A,0.0,Latrobe Steel,42761,WEST GERMANY,TOOL STEEL,0.0,820922,ITCP,na,na,na,na,0.0,0.0,1982-09-22,2.0
181.0,731100,A,0.0,Carpenter Technology,20618,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
182.0,731100,A,0.0,COLT INDUSTRIES INC.,11332,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
183.0,731100,A,0.0,CONTINENTAL COPPER & STEEL INDUSTRIES,24600,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
184.0,731100,A,0.0,Cyclops Corp,20589,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
185.0,731100,A,0.0,Jessop Steel,45305,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
186.0,731100,A,0.0,Latrobe Steel,42761,WEST GERMANY,TOOL STEEL,0.0,830112,DOCP,na,na,na,na,0.0,0.0,1983-01-12,3.0
187.0,731100,A,0.0,Carpenter Technology,20618,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
188.0,731100,A,0.0,COLT INDUSTRIES INC.,11332,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
189.0,731100,A,0.0,CONTINENTAL COPPER & STEEL INDUSTRIES,24600,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
190.0,731100,A,0.0,Cyclops Corp,20589,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
191.0,731100,A,0.0,Jessop Steel,45305,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
192.0,731100,A,0.0,Latrobe Steel,42761,WEST GERMANY,TOOL STEEL,1.0,830603,DOCF,na,na,na,na,0.0,0.0,1983-06-03,4.0
193.0,731100,A,0.0,Carpenter Technology,20618,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
194.0,731100,A,0.0,COLT INDUSTRIES INC.,11332,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
195.0,731100,A,0.0,CONTINENTAL COPPER & STEEL INDUSTRIES,24600,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
196.0,731100,A,0.0,Cyclops Corp,20589,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
197.0,731100,A,0.0,Jessop Steel,45305,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
198.0,731100,A,0.0,Latrobe Steel,42761,WEST GERMANY,TOOL STEEL,0.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
199.0,731101,A,0.0,Dan River Inc,25689,CHINA,GREIGE POLY. PRINT.,1.0,820705,PET,na,na,na,na,0.0,0.0,1982-07-05,1.0
200.0,731101,A,0.0,M. LOWENSTEIN CORP.,22728,CHINA,GREIGE POLY. PRINT.,1.0,820705,PET,na,na,na,na,0.0,0.0,1982-07-05,1.0
201.0,731101,A,0.0,Mount Vernon Mills,34315,CHINA,GREIGE POLY. PRINT.,1.0,820705,PET,na,na,na,na,0.0,0.0,1982-07-05,1.0
202.0,731101,A,0.0,Dan River Inc,25689,CHINA,GREIGE POLY. PRINT.,0.0,820929,ITCP,na,na,na,na,0.0,0.0,1982-09-29,2.0
203.0,731101,A,0.0,M. LOWENSTEIN CORP.,22728,CHINA,GREIGE POLY. PRINT.,0.0,820929,ITCP,na,na,na,na,0.0,0.0,1982-09-29,2.0
204.0,731101,A,0.0,Mount Vernon Mills,34315,CHINA,GREIGE POLY. PRINT.,0.0,820929,ITCP,na,na,na,na,0.0,0.0,1982-09-29,2.0
205.0,731101,A,0.0,Dan River Inc,25689,CHINA,GREIGE POLY. PRINT.,0.0,830309,DOCP,na,na,na,na,0.0,0.0,1983-03-09,3.0
206.0,731101,A,0.0,M. LOWENSTEIN CORP.,22728,CHINA,GREIGE POLY. PRINT.,0.0,830309,DOCP,na,na,na,na,0.0,0.0,1983-03-09,3.0
207.0,731101,A,0.0,Mount Vernon Mills,34315,CHINA,GREIGE POLY. PRINT.,0.0,830309,DOCP,na,na,na,na,0.0,0.0,1983-03-09,3.0
208.0,731101,A,0.0,Dan River Inc,25689,CHINA,GREIGE POLY. PRINT.,1.0,830726,DOCF,na,na,na,na,0.0,0.0,1983-07-26,4.0
209.0,731101,A,0.0,M. LOWENSTEIN CORP.,22728,CHINA,GREIGE POLY. PRINT.,1.0,830726,DOCF,na,na,na,na,0.0,0.0,1983-07-26,4.0
210.0,731101,A,0.0,Mount Vernon Mills,34315,CHINA,GREIGE POLY. PRINT.,1.0,830726,DOCF,na,na,na,na,0.0,0.0,1983-07-26,4.0
211.0,731101,A,0.0,Dan River Inc,25689,CHINA,GREIGE POLY. PRINT.,1.0,830823,ITCF,na,na,na,na,0.0,0.0,1983-08-23,5.0
212.0,731101,A,0.0,M. LOWENSTEIN CORP.,22728,CHINA,GREIGE POLY. PRINT.,1.0,830823,ITCF,na,na,na,na,0.0,0.0,1983-08-23,5.0
213.0,731101,A,0.0,Mount Vernon Mills,34315,CHINA,GREIGE POLY. PRINT.,1.0,830823,ITCF,na,na,na,na,0.0,0.0,1983-08-23,5.0
214.0,731102,A,1.0,MOTOROLA INC,22779,JAPAN,Radio Pagers,1.0,820819,PET,na,na,na,na,0.0,0.0,1982-08-19,1.0
215.0,731102,A,1.0,MOTOROLA INC,22779,JAPAN,Radio Pagers,1.0,820929,ITCP,na,na,na,na,0.0,0.0,1982-09-29,2.0
217.0,731102,A,1.0,MOTOROLA INC,22779,JAPAN,Radio Pagers,1.0,830128,DOCP,na,na,na,na,0.0,0.0,1983-01-28,3.0
218.0,731102,A,1.0,MOTOROLA INC,22779,JAPAN,Radio Pagers,1.0,830615,DOCF,na,na,na,na,0.0,0.0,1983-06-15,4.0
219.0,731102,A,1.0,MOTOROLA INC,22779,JAPAN,Radio Pagers,1.0,830720,ITCF,na,na,na,na,0.0,0.0,1983-07-20,5.0
222.0,731113,A,0.0,Atlantic Steel,15692,BRAZIL,CARBON STEEL WIRE ROD,0.0,821014,PET,na,na,na,na,0.0,0.0,1982-10-14,1.0
223.0,731113,A,0.0,Continental Steel,15915,BRAZIL,CARBON STEEL WIRE ROD,0.0,821014,PET,na,na,na,na,0.0,0.0,1982-10-14,1.0
224.0,731113,A,0.0,Atlantic Steel,15692,BRAZIL,CARBON STEEL WIRE ROD,0.0,821126,ITCP,na,na,na,na,0.0,0.0,1982-11-26,2.0
225.0,731113,A,0.0,Continental Steel,15915,BRAZIL,CARBON STEEL WIRE ROD,0.0,821126,ITCP,na,na,na,na,0.0,0.0,1982-11-26,2.0
226.0,731113,A,0.0,Atlantic Steel,15692,BRAZIL,CARBON STEEL WIRE ROD,0.0,830504,DOCP,na,na,na,na,0.0,0.0,1983-05-04,3.0
227.0,731113,A,0.0,Continental Steel,15915,BRAZIL,CARBON STEEL WIRE ROD,0.0,830504,DOCP,na,na,na,na,0.0,0.0,1983-05-04,3.0
228.0,731113,A,0.0,Atlantic Steel,15692,BRAZIL,CARBON STEEL WIRE ROD,0.0,830922,DOCF,na,na,na,na,0.0,0.0,1983-09-22,4.0
229.0,731113,A,0.0,Continental Steel,15915,BRAZIL,CARBON STEEL WIRE ROD,0.0,830922,DOCF,na,na,na,na,0.0,0.0,1983-09-22,4.0
230.0,731113,A,0.0,Atlantic Steel,15692,BRAZIL,CARBON STEEL WIRE ROD,0.0,831107,ITCF,na,na,na,na,0.0,0.0,1983-11-07,5.0
231.0,731113,A,0.0,Continental Steel,15915,BRAZIL,CARBON STEEL WIRE ROD,0.0,831107,ITCF,na,na,na,na,0.0,0.0,1983-11-07,5.0
232.0,731114,A,0.0,Atlantic Steel,15692,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,821014,PET,na,na,na,na,0.0,0.0,1982-10-14,1.0
233.0,731114,A,0.0,Continental Steel,15915,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,821014,PET,na,na,na,na,0.0,0.0,1982-10-14,1.0
234.0,731114,A,0.0,Atlantic Steel,15692,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,821126,ITCP,na,na,na,na,0.0,0.0,1982-11-26,2.0
235.0,731114,A,0.0,Continental Steel,15915,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,821126,ITCP,na,na,na,na,0.0,0.0,1982-11-26,2.0
236.0,731114,A,0.0,Atlantic Steel,15692,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,830504,DOCP,na,na,na,na,0.0,0.0,1983-05-04,3.0
237.0,731114,A,0.0,Continental Steel,15915,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,830504,DOCP,na,na,na,na,0.0,0.0,1983-05-04,3.0
238.0,731114,A,0.0,Atlantic Steel,15692,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,830922,DOCF,na,na,na,na,0.0,0.0,1983-09-22,4.0
239.0,731114,A,0.0,Continental Steel,15915,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,830922,DOCF,na,na,na,na,0.0,0.0,1983-09-22,4.0
240.0,731114,A,0.0,Atlantic Steel,15692,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,831107,ITCF,na,na,na,na,0.0,0.0,1983-11-07,5.0
241.0,731114,A,0.0,Continental Steel,15915,TRIN&TOB,CARBON STEEL WIRE ROD,0.0,831107,ITCF,na,na,na,na,0.0,0.0,1983-11-07,5.0
242.0,731123,A,0.0,Bethlehem Steel Corp,10786,BRAZIL,STEEL SHEET AND PLATE,0.0,830209,PET,na,na,na,na,0.0,0.0,1983-02-09,1.0
243.0,731123,A,0.0,Bethlehem Steel Corp,10786,BRAZIL,STEEL SHEET AND PLATE,0.0,830323,ITCP,na,na,na,na,0.0,0.0,1983-03-23,2.0
244.0,731123,A,0.0,Bethlehem Steel Corp,10786,BRAZIL,STEEL SHEET AND PLATE,0.0,830907,DOCP,na,na,na,na,0.0,0.0,1983-09-07,3.0
245.0,731123,A,0.0,Bethlehem Steel Corp,10786,BRAZIL,STEEL SHEET AND PLATE,0.0,840125,DOCF,na,na,na,na,0.0,0.0,1984-01-25,4.0
246.0,731123,A,0.0,Bethlehem Steel Corp,10786,BRAZIL,STEEL SHEET AND PLATE,0.0,840321,ITCF,na,na,na,na,0.0,0.0,1984-03-21,5.0
247.0,731131,A,0.0,Copperweld Tubing Group,21258,KOREA,CARBON STEEL PIPES/TUBES,0.0,830504,PET,na,na,na,na,0.0,0.0,1983-05-04,1.0
248.0,731131,A,0.0,KAISER STEEL CORP,59758,KOREA,CARBON STEEL PIPES/TUBES,0.0,830504,PET,na,na,na,na,0.0,0.0,1983-05-04,1.0
249.0,731131,A,0.0,Copperweld Tubing Group,21258,KOREA,CARBON STEEL PIPES/TUBES,0.0,830615,ITCP,na,na,na,na,0.0,0.0,1983-06-15,2.0
250.0,731131,A,0.0,KAISER STEEL CORP,59758,KOREA,CARBON STEEL PIPES/TUBES,0.0,830615,ITCP,na,na,na,na,0.0,0.0,1983-06-15,2.0
251.0,731131,A,0.0,Copperweld Tubing Group,21258,KOREA,CARBON STEEL PIPES/TUBES,0.0,831028,DOCP,na,na,na,na,0.0,0.0,1983-10-28,3.0
252.0,731131,A,0.0,KAISER STEEL CORP,59758,KOREA,CARBON STEEL PIPES/TUBES,0.0,831028,DOCP,na,na,na,na,0.0,0.0,1983-10-28,3.0
253.0,731131,A,0.0,Copperweld Tubing Group,21258,KOREA,CARBON STEEL PIPES/TUBES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
254.0,731131,A,0.0,KAISER STEEL CORP,59758,KOREA,CARBON STEEL PIPES/TUBES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
255.0,731131,A,0.0,Copperweld Tubing Group,21258,KOREA,CARBON STEEL PIPES/TUBES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
256.0,731131,A,0.0,KAISER STEEL CORP,59758,KOREA,CARBON STEEL PIPES/TUBES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
257.0,731132,A,0.0,Copperweld Tubing Group,21258,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,830504,PET,na,na,na,na,0.0,0.0,1983-05-04,1.0
258.0,731132,A,0.0,KAISER STEEL CORP,59758,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,830504,PET,na,na,na,na,0.0,0.0,1983-05-04,1.0
259.0,731132,A,0.0,Copperweld Tubing Group,21258,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,830615,ITCP,na,na,na,na,0.0,0.0,1983-06-15,2.0
260.0,731132,A,0.0,KAISER STEEL CORP,59758,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,830615,ITCP,na,na,na,na,0.0,0.0,1983-06-15,2.0
261.0,731132,A,0.0,Copperweld Tubing Group,21258,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,831028,DOCP,na,na,na,na,0.0,0.0,1983-10-28,3.0
262.0,731132,A,0.0,KAISER STEEL CORP,59758,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,831028,DOCP,na,na,na,na,0.0,0.0,1983-10-28,3.0
263.0,731132,A,0.0,Copperweld Tubing Group,21258,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
264.0,731132,A,0.0,KAISER STEEL CORP,59758,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
265.0,731132,A,0.0,Copperweld Tubing Group,21258,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
266.0,731132,A,0.0,KAISER STEEL CORP,59758,TAIWAN,CARBON STEEL PIPES/TUBES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
267.0,731134,A,1.0,OWENS ILINOIS,13661,KOREA,Color TV Receivers,0.0,830505,PET,na,na,na,na,0.0,0.0,1983-05-05,1.0
268.0,731134,A,1.0,CORNING GLASS WORKS,22293,KOREA,Color TV Receivers,0.0,830505,PET,na,na,na,na,0.0,0.0,1983-05-05,1.0
269.0,731134,A,1.0,WELLS-GARDNER ELECTRIC CORP.,63829,KOREA,Color TV Receivers,0.0,830505,PET,na,na,na,na,0.0,0.0,1983-05-05,1.0
270.0,731134,A,1.0,OWENS ILINOIS,13661,KOREA,Color TV Receivers,0.0,830616,ITCP,na,na,na,na,0.0,0.0,1983-06-16,2.0
271.0,731134,A,1.0,CORNING GLASS WORKS,22293,KOREA,Color TV Receivers,0.0,830616,ITCP,na,na,na,na,0.0,0.0,1983-06-16,2.0
272.0,731134,A,1.0,WELLS-GARDNER ELECTRIC CORP.,63829,KOREA,Color TV Receivers,0.0,830616,ITCP,na,na,na,na,0.0,0.0,1983-06-16,2.0
276.0,731134,A,1.0,OWENS ILINOIS,13661,KOREA,Color TV Receivers,0.0,840416,ITCF,na,na,na,na,0.0,0.0,1984-04-16,5.0
277.0,731134,A,1.0,CORNING GLASS WORKS,22293,KOREA,Color TV Receivers,1.0,840416,ITCF,na,na,na,na,0.0,0.0,1984-04-16,5.0
278.0,731134,A,1.0,WELLS-GARDNER ELECTRIC CORP.,63829,KOREA,Color TV Receivers,1.0,840416,ITCF,na,na,na,na,0.0,0.0,1984-04-16,5.0
285.0,731136,A,0.0,Monsanto Industrial Chemical,18382,JAPAN,CYANURIC ACIDS,0.0,830615,PET,na,na,na,na,0.0,0.0,1983-06-15,1.0
286.0,731136,A,0.0,Monsanto Industrial Chemical,18382,JAPAN,CYANURIC ACIDS,0.0,830727,ITCP,na,na,na,na,0.0,0.0,1983-07-27,2.0
287.0,731136,A,0.0,Monsanto Industrial Chemical,18382,JAPAN,CYANURIC ACIDS,0.0,831118,DOCP,na,na,na,na,0.0,0.0,1983-11-18,3.0
288.0,731136,A,0.0,Monsanto Industrial Chemical,18382,JAPAN,CYANURIC ACIDS,0.0,840229,DOCF,na,na,na,na,0.0,0.0,1984-02-29,4.0
289.0,731136,A,0.0,Monsanto Industrial Chemical,18382,JAPAN,CYANURIC ACIDS,0.0,840425,ITCF,na,na,na,na,0.0,0.0,1984-04-25,5.0
290.0,731138,A,0.0,Copperweld Tubing Group,21258,KOREA,RECT. WELDED PIPES,0.0,830720,PET,na,na,na,na,0.0,0.0,1983-07-20,1.0
291.0,731138,A,0.0,KAISER STEEL CORP,59758,KOREA,RECT. WELDED PIPES,0.0,830720,PET,na,na,na,na,0.0,0.0,1983-07-20,1.0
292.0,731138,A,0.0,Copperweld Tubing Group,21258,KOREA,RECT. WELDED PIPES,0.0,830908,ITCP,na,na,na,na,0.0,0.0,1983-09-08,2.0
293.0,731138,A,0.0,KAISER STEEL CORP,59758,KOREA,RECT. WELDED PIPES,0.0,830908,ITCP,na,na,na,na,0.0,0.0,1983-09-08,2.0
294.0,731138,A,0.0,Copperweld Tubing Group,21258,KOREA,RECT. WELDED PIPES,0.0,831031,DOCP,na,na,na,na,0.0,0.0,1983-10-31,3.0
295.0,731138,A,0.0,KAISER STEEL CORP,59758,KOREA,RECT. WELDED PIPES,0.0,831031,DOCP,na,na,na,na,0.0,0.0,1983-10-31,3.0
296.0,731138,A,0.0,Copperweld Tubing Group,21258,KOREA,RECT. WELDED PIPES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
297.0,731138,A,0.0,KAISER STEEL CORP,59758,KOREA,RECT. WELDED PIPES,0.0,840316,DOCF,na,na,na,na,0.0,0.0,1984-03-16,4.0
298.0,731138,A,0.0,Copperweld Tubing Group,21258,KOREA,RECT. WELDED PIPES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
299.0,731138,A,0.0,KAISER STEEL CORP,59758,KOREA,RECT. WELDED PIPES,0.0,840509,ITCF,na,na,na,na,0.0,0.0,1984-05-09,5.0
300.0,731163,A,0.0,E.F. Johnson,59336,JAPAN,CELL SITE TRANCEIVERS,1.0,831230,PET,na,na,na,na,0.0,0.0,1983-12-30,1.0
301.0,731163,A,0.0,E.F. Johnson,59336,JAPAN,CELL SITE TRANCEIVERS,0.0,840229,ITCP,na,na,na,na,0.0,0.0,1984-02-29,2.0
302.0,731163,A,0.0,E.F. Johnson,59336,JAPAN,CELL SITE TRANCEIVERS,0.0,840612,DOCP,na,na,na,na,0.0,0.0,1984-06-12,3.0
303.0,731163,A,0.0,E.F. Johnson,59336,JAPAN,CELL SITE TRANCEIVERS,0.0,841026,DOCF,na,na,na,na,0.0,0.0,1984-10-26,4.0
304.0,731163,A,0.0,E.F. Johnson,59336,JAPAN,CELL SITE TRANCEIVERS,0.0,841212,ITCF,na,na,na,na,0.0,0.0,1984-12-12,5.0
305.0,731165,A,0.0,"Figgie International, Badger-Powhatan unit",45102,ITALY,BRASS CONNECTORS,0.0,840201,PET,na,na,na,na,0.0,0.0,1984-02-01,1.0
306.0,731165,A,0.0,"Figgie International, Badger-Powhatan unit",45102,ITALY,BRASS CONNECTORS,0.0,840314,ITCP,na,na,na,na,0.0,0.0,1984-03-14,2.0
307.0,731165,A,0.0,"Figgie International, Badger-Powhatan unit",45102,ITALY,BRASS CONNECTORS,0.0,840710,DOCP,na,na,na,na,0.0,0.0,1984-07-10,3.0
308.0,731165,A,0.0,"Figgie International, Badger-Powhatan unit",45102,ITALY,BRASS CONNECTORS,0.0,841130,DOCF,na,na,na,na,0.0,0.0,1984-11-30,4.0
309.0,731165,A,0.0,"Figgie International, Badger-Powhatan unit",45102,ITALY,BRASS CONNECTORS,0.0,850227,ITCF,na,na,na,na,0.0,0.0,1985-02-27,5.0
310.0,731166,A,0.0,Carlisle Tire & Rubber,27334,TAIWAN,BIKE TIRES/TUBES,0.0,780223,PET,na,na,na,na,0.0,0.0,1978-02-23,1.0
311.0,731166,A,0.0,Carlisle Tire & Rubber,27334,TAIWAN,BIKE TIRES/TUBES,0.0,780918,DOCP,na,na,na,na,0.0,0.0,1978-09-18,3.0
312.0,731166,A,0.0,Carlisle Tire & Rubber,27334,TAIWAN,BIKE TIRES/TUBES,0.0,840120,DOCF,na,na,na,na,0.0,0.0,1984-01-20,4.0
313.0,731166,A,0.0,Carlisle Tire & Rubber,27334,TAIWAN,BIKE TIRES/TUBES,0.0,840531,ITCF,na,na,na,na,0.0,0.0,1984-05-31,5.0
315.0,731189,A,0.0,Olin,13610,JAPAN,CALCIUM HYPOCHLORITE,0.0,840509,PET,na,na,na,na,0.0,0.0,1984-05-09,1.0
316.0,731189,A,0.0,Olin,13610,JAPAN,CALCIUM HYPOCHLORITE,0.0,840620,ITCP,na,na,na,na,0.0,0.0,1984-06-20,2.0
317.0,731189,A,0.0,Olin,13610,JAPAN,CALCIUM HYPOCHLORITE,0.0,841009,DOCP,na,na,na,na,0.0,0.0,1984-10-09,3.0
318.0,731189,A,0.0,Olin,13610,JAPAN,CALCIUM HYPOCHLORITE,0.0,850227,DOCF,na,na,na,na,0.0,0.0,1985-02-27,4.0
319.0,731189,A,0.0,Olin,13610,JAPAN,CALCIUM HYPOCHLORITE,1.0,850409,ITCF,na,na,na,na,0.0,0.0,1985-04-09,5.0
324.0,731207,A,1.0,MOTOROLA INC.,22779,JAPAN,Cellular Mobile Telephones,1.0,841105,PET,na,na,na,na,0.0,0.0,1984-11-05,1.0
325.0,731207,A,1.0,MOTOROLA INC.,22779,JAPAN,Cellular Mobile Telephones,1.0,841217,ITCP,na,na,na,na,0.0,0.0,1984-12-17,2.0
326.0,731207,A,1.0,MOTOROLA INC.,22779,JAPAN,Cellular Mobile Telephones,1.0,850605,DOCP,na,na,na,na,0.0,0.0,1985-06-05,3.0
327.0,731207,A,1.0,MOTOROLA INC.,22779,JAPAN,Cellular Mobile Telephones,1.0,851031,DOCF,na,na,na,na,0.0,0.0,1985-10-31,4.0
328.0,731207,A,1.0,MOTOROLA INC.,22779,JAPAN,Cellular Mobile Telephones,1.0,851126,ITCF,na,na,na,na,0.0,0.0,1985-11-26,5.0
330.0,731240,A,0.0,Kleer-Vu Plastics Corp.,33451,HONG KONG,PHOTO ALBUMS/PAGES,0.0,850207,PET,na,na,na,na,0.0,0.0,1985-02-07,1.0
331.0,731240,A,0.0,Kleer-Vu Plastics Corp.,33451,HONG KONG,PHOTO ALBUMS/PAGES,0.0,850327,ITCP,na,na,na,na,0.0,0.0,1985-03-27,2.0
332.0,731240,A,0.0,Kleer-Vu Plastics Corp.,33451,HONG KONG,PHOTO ALBUMS/PAGES,0.0,850716,DOCP,na,na,na,na,0.0,0.0,1985-07-16,3.0
333.0,731240,A,0.0,Kleer-Vu Plastics Corp.,33451,HONG KONG,PHOTO ALBUMS/PAGES,0.0,851029,DOCF,na,na,na,na,0.0,0.0,1985-10-29,4.0
334.0,731240,A,0.0,Kleer-Vu Plastics Corp.,33451,HONG KONG,PHOTO ALBUMS/PAGES,0.0,851212,ITCF,na,na,na,na,0.0,0.0,1985-12-12,5.0
335.0,731241,A,0.0,Kleer-Vu Plastics Corp.,33451,KOREA,PHOTO ALBUMS/PAGES,0.0,850207,PET,na,na,na,na,0.0,0.0,1985-02-07,1.0
336.0,731241,A,0.0,Kleer-Vu Plastics Corp.,33451,KOREA,PHOTO ALBUMS/PAGES,0.0,850327,ITCP,na,na,na,na,0.0,0.0,1985-03-27,2.0
337.0,731241,A,0.0,Kleer-Vu Plastics Corp.,33451,KOREA,PHOTO ALBUMS/PAGES,0.0,850716,DOCP,na,na,na,na,0.0,0.0,1985-07-16,3.0
338.0,731241,A,0.0,Kleer-Vu Plastics Corp.,33451,KOREA,PHOTO ALBUMS/PAGES,0.0,851029,DOCF,na,na,na,na,0.0,0.0,1985-10-29,4.0
339.0,731241,A,0.0,Kleer-Vu Plastics Corp.,33451,KOREA,PHOTO ALBUMS/PAGES,0.0,851212,ITCF,na,na,na,na,0.0,0.0,1985-12-12,5.0
340.0,731244,A,0.0,EZ Painter,31326,CHINA,PAINT BRUSHES,0.0,850306,PET,na,na,na,na,0.0,0.0,1985-03-06,1.0
341.0,731244,A,0.0,PPG Industries,22509,CHINA,PAINT BRUSHES,0.0,850306,PET,na,na,na,na,0.0,0.0,1985-03-06,1.0
342.0,731244,A,0.0,EZ Painter,31326,CHINA,PAINT BRUSHES,0.0,850417,ITCP,na,na,na,na,0.0,0.0,1985-04-17,2.0
343.0,731244,A,0.0,PPG Industries,22509,CHINA,PAINT BRUSHES,0.0,850417,ITCP,na,na,na,na,0.0,0.0,1985-04-17,2.0
344.0,731244,A,0.0,EZ Painter,31326,CHINA,PAINT BRUSHES,1.0,850805,DOCP,na,na,na,na,0.0,0.0,1985-08-05,3.0
345.0,731244,A,0.0,PPG Industries,22509,CHINA,PAINT BRUSHES,1.0,850805,DOCP,na,na,na,na,0.0,0.0,1985-08-05,3.0
346.0,731244,A,0.0,EZ Painter,31326,CHINA,PAINT BRUSHES,0.0,851226,DOCF,na,na,na,na,0.0,0.0,1985-12-26,4.0
347.0,731244,A,0.0,PPG Industries,22509,CHINA,PAINT BRUSHES,0.0,851226,DOCF,na,na,na,na,0.0,0.0,1985-12-26,4.0
348.0,731244,A,0.0,EZ Painter,31326,CHINA,PAINT BRUSHES,0.0,860206,ITCF,na,na,na,na,0.0,0.0,1986-02-06,5.0
349.0,731244,A,0.0,PPG Industries,22509,CHINA,PAINT BRUSHES,0.0,860206,ITCF,na,na,na,na,0.0,0.0,1986-02-06,5.0
350.0,731252,A,0.0,"Cyclops Corp., Sawhill Division",20589,THAILAND,WELDED CS PIPE/TUBE,0.0,850318,PET,na,na,na,na,0.0,0.0,1985-03-18,1.0
351.0,731252,A,0.0,Laclede Steel,48363,THAILAND,WELDED CS PIPE/TUBE,0.0,850318,PET,na,na,na,na,0.0,0.0,1985-03-18,1.0
