Sort,CASE,DECISION,TARJCASE,COMPANY,PERMNO,COUNTRY,PRODUCT,CERTAIN,DATES,EVENT,NP,ACQ,JV,PE,Semicon,steel92,event_date,event_order
938.0,731575,A,1.0,ARMCO STEEL CO.,17566,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
939.0,731575,A,1.0,LUKENS STEEL CO.,22373,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
940.0,731575,A,1.0,LACLEDE STEEL,48363,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
941.0,731575,A,1.0,GENEVA STEEL,76116,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
942.0,731575,A,1.0,USX STEEL GROUP,76644,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
943.0,731575,A,1.0,LTV CORP,79335,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980527,TARJ,1,0,0,0,0.0,1.0,1998-05-27,
944.0,731575,A,1.0,BETHLEHEM STEEL CORP.,10786,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
945.0,731575,A,1.0,ARMCO STEEL CO.,17566,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
946.0,731575,A,1.0,LUKENS STEEL CO.,22373,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
947.0,731575,A,1.0,LACLEDE STEEL,48363,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
948.0,731575,A,1.0,GENEVA STEEL,76116,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
949.0,731575,A,1.0,USX STEEL GROUP,76644,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
950.0,731575,A,1.0,LTV CORP,79335,CANADA,Cut-To-Length Carbon Steel Plate,1.0,980902,TARJ,0,0,1,0,0.0,1.0,1998-09-02,
971.0,731622,N,1.0,"DUPONT DE MENOURS (DE), MORTON INTERNATIONAL INC. (CA), HERCULES INC. (DE)",11703,JAPAN,Dry Film Photoresist,1.0,960112,TARJ,1,0,0,0,0.0,0.0,1996-01-12,
972.0,731622,N,1.0,HERCULES INC.,18016,JAPAN,Dry Film Photoresist,1.0,960112,TARJ,1,0,0,0,0.0,0.0,1996-01-12,
973.0,731622,N,1.0,MORTON INTERNATIONAL INC.,75647,JAPAN,Dry Film Photoresist,1.0,960112,TARJ,1,0,0,0,0.0,0.0,1996-01-12,
993.0,731647,T,1.0,KEYSTONE CONSOLIDATED,19975,CANADA,Carbon Steel Wire Rod,1.0,970121,TARJ,0,0,0,1,0.0,0.0,1997-01-21,
1022.0,731661,S,1.0,EASTMAN KODAK,11754,JAPAN,Photo Paper and Chemicals,1.0,940204,TARJ,1,0,0,0,0.0,0.0,1994-02-04,
1094.0,731053-86,T,1.0,BETHLEHEM STEEL CORP.,10786,UK,Carbon steel products,1.0,850419,TARJ,0,1,0,0,0.0,0.0,1985-04-19,
1095.0,731053-86,T,1.0,U.S. STEEL CORP.,15069,UK,Carbon steel products,1.0,850419,TARJ,0,1,0,0,0.0,0.0,1985-04-19,
